"""siteid""","""sitename""","""monitordate""","""aqi""","""so2subindex""","""cosubindex""","""o3subindex""","""pm10subindex""","""no2subindex""","""o38subindex""","""pm25subindex"""
72,埔里,2023-01-30,58,5,5,,30,32,58,56
75,馬祖,2023-01-30,84,10,5,,43,15,61,84
77,金門,2023-01-30,106,15,5,,58,40,64,106
78,馬公,2023-01-30,77,2,2,,32,5,77,42
80,關山,2023-01-30,41,2,2,,20,8,40,41
83,麥寮,2023-01-30,78,35,5,,51,28,,78
84,富貴角,2023-01-30,90,2,1,,32,3,90,33
85,大城,2023-01-30,77,2,2,,39,23,77,50
1,基隆,2023-01-31,55,2,7,,30,55,43,51
2,汐止,2023-01-31,69,5,8,,37,69,34,59
3,萬里,2023-01-31,46,8,2,,26,20,46,46
4,新店,2023-01-31,63,8,7,,34,63,45,55
5,土城,2023-01-31,62,10,6,,37,62,50,55
6,板橋,2023-01-31,72,10,9,,37,72,45,66
7,新莊,2023-01-31,61,5,7,,41,58,51,61
8,菜寮,2023-01-31,78,5,10,,39,78,44,71
9,林口,2023-01-31,64,8,6,,39,64,49,61
10,淡水,2023-01-31,64,5,7,,34,64,45,55
11,士林,2023-01-31,62,5,7,,36,62,41,62
12,中山,2023-01-31,75,5,11,,,75,29,65
13,萬華,2023-01-31,74,5,10,,36,74,32,65
14,古亭,2023-01-31,65,5,8,,34,65,41,60
15,松山,2023-01-31,74,8,10,,40,74,34,63
16,大同,2023-01-31,76,8,18,,46,76,,70
17,桃園,2023-01-31,70,10,7,,44,64,58,70
18,大園,2023-01-31,72,12,5,,46,56,58,72
19,觀音,2023-01-31,75,10,3,,46,45,67,75
20,平鎮,2023-01-31,74,8,6,,35,55,74,71
21,龍潭,2023-01-31,77,2,5,,29,47,77,56
22,湖口,2023-01-31,74,5,3,,37,51,74,62
23,竹東,2023-01-31,58,5,3,,28,32,58,47
24,新竹,2023-01-31,64,18,7,,37,60,64,60
25,頭份,2023-01-31,57,8,5,,33,35,,57
26,苗栗,2023-01-31,64,5,3,,33,38,64,57
27,三義,2023-01-31,64,10,3,,34,27,64,53
28,豐原,2023-01-31,63,8,6,,35,33,37,63
29,沙鹿,2023-01-31,82,8,8,,55,62,58,82
30,大里,2023-01-31,77,12,7,,54,62,48,77
31,忠明,2023-01-31,86,10,9,,57,69,54,86
32,西屯,2023-01-31,83,10,7,,59,66,58,83
33,彰化,2023-01-31,95,10,9,,61,55,50,95
34,線西,2023-01-31,90,8,6,,60,53,,90
35,二林,2023-01-31,104,5,6,,75,42,93,104
36,南投,2023-01-31,74,5,6,,45,54,74,73
37,斗六,2023-01-31,104,8,5,,70,30,74,104
38,崙背,2023-01-31,111,5,6,,72,42,77,111
39,新港,2023-01-31,107,12,5,,75,48,80,107
40,朴子,2023-01-31,102,8,5,,64,38,80,102
41,臺西,2023-01-31,94,5,5,,62,35,,94
42,嘉義,2023-01-31,88,30,6,,60,40,77,88
43,新營,2023-01-31,91,8,6,,62,47,67,91
44,善化,2023-01-31,88,12,5,,55,45,67,88
45,安南,2023-01-31,92,8,6,,58,55,67,92
46,臺南,2023-01-31,94,8,9,,59,58,44,94
47,美濃,2023-01-31,93,5,3,,36,18,93,60
48,橋頭,2023-01-31,87,12,5,,60,48,35,87
49,仁武,2023-01-31,84,18,6,,56,63,61,84
50,鳳山,2023-01-31,75,18,9,,47,64,,75
51,大寮,2023-01-31,82,20,6,,53,53,74,82
52,林園,2023-01-31,80,15,5,,51,37,80,67
53,楠梓,2023-01-31,78,5,5,,53,58,71,78
54,左營,2023-01-31,90,8,6,,57,64,90,79
56,前金,2023-01-31,77,8,6,,50,51,67,77
57,前鎮,2023-01-31,72,10,8,,56,62,,72
58,小港,2023-01-31,78,18,7,,47,64,49,78
59,屏東,2023-01-31,100,12,5,,48,52,100,76
60,潮州,2023-01-31,100,12,6,,56,40,100,92
61,恆春,2023-01-31,51,2,1,,14,2,51,23
62,臺東,2023-01-31,46,2,3,,20,25,46,28
63,花蓮,2023-01-31,46,5,2,,22,37,46,32
64,陽明,2023-01-31,51,5,3,,25,18,51,29
65,宜蘭,2023-01-31,44,2,2,,27,17,44,41
66,冬山,2023-01-31,47,0,2,,31,33,47,38
67,三重,2023-01-31,79,5,18,,45,79,,77
68,中壢,2023-01-31,73,12,12,,47,67,,73
69,竹山,2023-01-31,71,5,3,,42,27,71,70
70,永和,2023-01-31,74,2,15,,38,74,,63
71,復興,2023-01-31,77,10,9,,49,64,,77
72,埔里,2023-01-31,90,5,5,,34,25,90,61
75,馬祖,2023-01-31,63,8,6,,33,18,61,63
77,金門,2023-01-31,76,5,3,,44,28,64,76
78,馬公,2023-01-31,87,2,3,,37,18,87,55
80,關山,2023-01-31,42,2,1,,17,12,42,31
83,麥寮,2023-01-31,97,8,5,,63,42,,97
84,富貴角,2023-01-31,100,5,3,,33,28,100,45
85,大城,2023-01-31,97,2,5,,60,32,97,88
